Age,Sex,Height ,Reason,SBF,EBF,Starting,Ending,CI,API,ACI,AFI,Sleep,HealthFactors,BMR
13,Female,50,Losing fat,23,15,146,93,1200,51,25,68,11.0,No,1030
13,Female,70,Losing fat,21,19,100,90,1970,66,27,55,11.0,No,1301
40,Female,73,Gaining muscle,22,22,121,118,2246,225,34,87,5.3,No,1670
51,Female,56,Gaining muscle,19,17,185,90,1932,147,25,69,7.4,No,1784
15,Female,62,Losing fat,14,18,132,90,3015,85,25,76,9.9,No,3500
31,Female,50,Losing fat,21,21,100,90,2814,58,25,45,11.0,No,1552
52,Female,54,Gaining muscle,36,22,149,90,1557,92,25,22,11.0,No,1272
22,Female,57,Losing fat,27,21,115,92,1200,71,25,63,7.2,No,1030
61,Female,66,Gaining muscle,20,24,179,90,4300,159,45,86,11.0,No,1241
15,Male,62,Losing fat,18,15,121,90,3864,225,25,405,7.2,No,1689
32,Female,50,Losing fat,21,19,100,123,4000,84,25,22,6.2,No,1030
16,Male,63,Losing fat,21,12,155,109,2388,77,38,300,5.5,No,1597
65,Male,69,Gaining muscle,18,18,129,141,2118,140,64,270,8.5,No,2746
13,Male,73,Gaining muscle,21,14,128,132,2752,143,88,53,4.6,No,2110
73,Male,68,Gaining muscle,13,12,195,140,3481,143,89,165,11.0,No,2068
34,Male,63,Gaining muscle,20,14,140,174,3014,205,139,24,6.8,No,1245
23,Female,54,Losing fat,35,18,113,196,1200,138,62,98,8.1,No,1176
44,Female,56,Losing fat,18,20,109,116,4057,83,30,93,7.8,No,1554
13,Male,61,Gaining muscle,10,27,102,139,4272,58,90,89,6.5,No,1481
21,Male,68,Gaining muscle,21,20,195,158,3503,225,97,95,7.0,No,2135
13,Male,66,Gaining muscle,16,19,191,113,2484,129,118,141,6.7,No,1372
14,Male,64,Gaining muscle,17,15,170,145,4300,145,104,475,8.3,No,1993
13,Female,60,Losing fat,45,23,107,115,2290,61,25,68,5.1,No,1047
13,Male,50,Losing fat,18,26,108,90,2062,60,67,101,6.2,No,1030
22,Female,53,Losing fat,21,22,150,90,1991,135,54,106,11.0,No,1753
56,Female,69,Gaining muscle,20,23,121,136,2052,216,25,60,10.3,No,1030
13,Female,64,Gaining muscle,16,20,130,179,2287,58,25,133,5.3,No,1321
34,Male,68,Gaining muscle,13,27,178,205,3083,94,54,84,5.7,No,1288
13,Male,64,Gaining muscle,19,24,121,90,2082,225,29,66,5.2,No,1373
13,Female,64,Gaining muscle,26,22,140,125,2391,123,64,27,11.0,No,1030
28,Male,70,Gaining muscle,13,17,195,203,3517,122,66,106,7.1,No,2434
73,Male,67,Gaining muscle,21,13,124,144,4300,224,43,71,5.3,No,2225
22,Male,50,Gaining muscle,18,15,191,169,2721,154,35,50,7.5,No,3500
17,Female,59,Gaining muscle,19,12,186,172,2569,86,41,65,10.2,No,1899
25,Male,64,Gaining muscle,19,17,132,174,1940,67,35,76,5.3,No,2126
64,Female,58,Losing fat,31,30,159,98,1259,137,33,74,7.4,No,1459
13,Male,50,Losing fat,27,22,107,117,2119,122,25,138,7.9,No,1497
13,Female,59,Losing fat,20,12,136,128,2375,85,25,25,5.9,No,1399
30,Male,65,Gaining muscle,20,17,118,166,1669,59,45,436,7.6,No,3500
13,Male,53,Gaining muscle,24,24,111,141,2318,113,36,47,10.0,No,1030
50,Male,68,Gaining muscle,13,20,189,140,4300,225,141,475,11.0,No,2031
35,Female,60,Losing fat,24,17,167,144,2341,66,25,112,11.0,No,1188
24,Male,64,Gaining muscle,15,20,120,97,1854,109,25,83,11.0,No,2200
15,Female,54,Gaining muscle,19,13,126,105,1729,96,209,108,7.7,No,1817
59,Male,63,Gaining muscle,15,14,126,125,3068,199,135,109,7.6,No,1843
13,Male,64,Gaining muscle,24,18,119,181,2311,78,25,138,11.0,No,2200
60,Male,72,Gaining muscle,14,13,138,214,4300,225,119,179,6.4,No,2239
58,Female,61,Gaining muscle,34,29,106,108,1936,80,25,45,5.3,No,1030
13,Male,54,Losing fat,24,16,100,164,2023,77,25,100,11.0,No,1030
14,Female,50,Losing fat,22,19,126,122,1432,63,30,22,11.0,No,1030
13,Male,58,Gaining muscle,23,21,169,142,2604,65,93,76,6.0,No,1030
45,Female,50,Losing fat,37,21,169,90,1516,70,25,35,6.7,No,1030
13,Male,67,Gaining muscle,15,12,193,113,2372,176,70,82,5.2,No,3500
49,Female,53,Losing fat,22,20,139,92,1560,78,40,116,5.6,No,1030
30,Male,53,Losing fat,20,13,133,168,2106,74,57,73,11.0,No,1530
13,Male,53,Losing fat,24,18,122,90,1200,55,36,114,5.9,No,1637
29,Male,60,Gaining muscle,20,23,120,91,3065,148,98,160,9.9,No,1957
46,Female,56,Losing fat,22,17,137,90,2465,88,25,35,7.8,No,1030
13,Female,50,Losing fat,18,18,118,119,1200,77,25,84,8.6,No,1030
13,Male,50,Gaining muscle,18,15,156,162,2362,77,69,107,10.8,No,2912
43,Male,60,Gaining muscle,20,15,195,156,4300,225,103,22,8.8,No,1195
49,Female,66,Losing fat,45,30,183,128,2200,76,25,82,5.4,No,1030
18,Female,64,Gaining muscle,36,23,166,160,2104,84,28,38,11.0,No,1030
31,Male,73,Gaining muscle,15,12,130,161,3763,124,98,475,8.0,No,1995
47,Female,67,Gaining muscle,21,27,108,224,2401,198,75,22,11.0,No,1749
30,Male,64,Gaining muscle,30,26,122,145,2219,119,177,28,7.5,No,1124
31,Female,68,Losing fat,45,22,162,114,1330,86,32,84,7.9,No,1695
16,Female,50,Losing fat,33,16,124,173,1645,63,25,223,11.0,No,1030
48,Male,70,Gaining muscle,20,28,124,195,1466,225,69,54,6.8,No,1114
58,Female,56,Gaining muscle,18,21,190,142,2357,88,62,344,10.8,No,1098
13,Female,50,Gaining muscle,22,30,120,172,2292,70,42,61,5.2,No,1564
24,Male,50,Gaining muscle,17,17,100,90,2714,54,52,87,11.0,No,1030
13,Female,50,Gaining muscle,18,19,164,112,1417,85,25,22,7.9,No,1341
41,Female,59,Gaining muscle,18,19,119,95,4286,225,31,98,11.0,No,1555
46,Male,75,Gaining muscle,19,22,165,124,3381,100,25,92,4.6,No,1822
45,Male,69,Gaining muscle,16,16,129,144,2943,225,124,124,11.0,No,2270
13,Female,61,Gaining muscle,20,23,168,90,2205,64,44,26,5.7,No,1030
15,Female,63,Losing fat,16,26,152,90,1397,136,25,212,10.3,No,1030
13,Male,62,Gaining muscle,24,15,186,132,2220,66,63,69,10.1,No,1687
34,Male,63,Gaining muscle,37,20,195,109,4300,161,63,75,6.3,No,1410
49,Female,66,Losing fat,19,16,195,177,2919,120,73,22,10.9,No,1484
56,Female,61,Gaining muscle,25,24,178,90,2777,114,56,31,7.8,No,1813
13,Female,56,Gaining muscle,20,22,154,173,1593,88,117,39,4.2,No,1061
16,Male,50,Losing fat,20,23,125,199,2876,61,149,338,7.0,No,3500
27,Female,62,Losing fat,23,20,143,90,1482,57,25,22,9.6,No,1126
13,Female,50,Losing fat,35,30,100,172,1576,54,37,22,5.0,No,1030
22,Male,61,Gaining muscle,21,18,126,94,3238,77,25,65,10.8,No,1742
52,Male,64,Losing fat,13,18,195,90,2455,116,60,475,9.6,No,1770
13,Male,65,Losing fat,33,17,148,141,1532,122,25,82,7.3,No,1539
59,Male,64,Gaining muscle,13,12,173,204,4300,149,58,164,4.4,No,1789
15,Female,61,Gaining muscle,23,16,123,98,3823,69,25,265,5.6,No,1955
13,Male,68,Gaining muscle,21,19,120,202,1962,225,25,62,10.8,No,1747
31,Female,50,Gaining muscle,22,18,119,133,1923,68,25,25,11.0,No,3500
21,Male,68,Gaining muscle,18,17,138,225,2002,225,25,93,7.2,No,3500
29,Male,55,Gaining muscle,45,12,109,154,4300,76,37,341,7.3,No,1824
19,Female,58,Losing fat,35,23,163,94,2885,225,25,91,11.0,No,1094
20,Male,63,Gaining muscle,32,13,131,210,1551,86,25,475,7.5,No,2281
15,Female,64,Gaining muscle,45,26,169,130,4300,72,77,23,5.3,No,1386
59,Female,72,Losing fat,20,22,131,138,2641,65,25,104,11.0,No,1149
30,Female,66,Gaining muscle,14,12,189,97,2336,80,121,135,10.9,No,2043
33,Female,60,Losing fat,24,23,105,96,1892,67,57,23,11.0,No,1713
67,Male,73,Gaining muscle,21,17,178,166,2073,177,99,115,5.9,No,1030
55,Male,51,Gaining muscle,26,22,195,152,4285,150,177,105,6.7,No,1279
13,Male,62,Gaining muscle,24,27,119,101,1641,112,70,89,9.4,No,1503
13,Female,64,Losing fat,18,17,118,107,1703,78,25,45,9.1,No,1030
24,Female,50,Losing fat,20,18,153,121,1200,51,25,22,6.1,No,1030
35,Male,62,Gaining muscle,18,26,146,135,2539,164,25,23,7.4,No,1662
13,Female,51,Losing fat,19,23,124,90,1627,54,25,22,8.9,No,1030
43,Male,64,Gaining muscle,22,18,106,90,1987,81,69,351,7.3,No,1694
13,Male,70,Losing fat,30,15,147,126,1915,57,25,108,6.0,No,1030
13,Female,51,Gaining muscle,45,28,125,105,2133,77,25,22,5.8,No,1030
22,Female,66,Losing fat,25,27,174,94,1979,63,48,94,4.7,No,1602
30,Female,51,Gaining muscle,32,18,100,90,1386,81,25,69,11.0,No,1829
13,Female,59,Gaining muscle,15,23,158,90,2622,85,25,47,5.7,No,1467
13,Male,50,Gaining muscle,19,24,100,103,1787,51,105,107,5.9,No,1030
25,Male,66,Gaining muscle,15,12,117,176,2770,201,80,134,9.9,No,1567
29,Male,66,Gaining muscle,16,24,182,90,2609,88,84,78,7.4,No,1862
15,Male,75,Gaining muscle,15,18,109,192,2175,68,70,100,7.8,No,1208
13,Female,50,Losing fat,35,21,166,128,1200,59,25,82,11.0,No,1030
13,Female,50,Losing fat,18,15,100,145,2713,51,25,22,7.5,No,1527
14,Male,64,Gaining muscle,19,13,173,143,2314,70,51,62,6.0,No,1030
13,Male,50,Gaining muscle,17,21,177,90,2677,80,112,67,11.0,No,2259
35,Male,73,Gaining muscle,16,13,195,141,4300,123,166,475,6.1,No,3500
13,Female,50,Losing fat,22,19,104,121,1200,87,25,22,7.6,No,1669
13,Male,65,Gaining muscle,15,19,124,94,4300,83,50,157,6.8,No,2295
52,Male,72,Gaining muscle,15,17,136,185,4300,225,91,68,6.8,No,2426
13,Male,58,Losing fat,37,24,195,132,1899,89,25,49,4.5,No,1216
24,Male,59,Gaining muscle,18,17,177,118,2297,70,32,65,5.1,No,2036
13,Female,65,Losing fat,23,15,104,90,1606,74,25,78,11.0,No,1802
44,Male,68,Gaining muscle,16,16,191,205,2701,128,55,72,8.2,No,1968
30,Male,66,Gaining muscle,45,30,113,108,3218,84,25,22,10.6,No,1506
57,Female,55,Losing fat,21,17,109,90,2277,51,25,37,7.0,No,1297
45,Male,55,Gaining muscle,19,14,100,121,3897,89,51,50,7.5,No,2104
13,Female,55,Gaining muscle,16,12,170,94,4091,89,47,106,6.1,No,1879
13,Female,50,Losing fat,15,27,100,104,2396,76,25,22,5.3,No,1030
29,Male,70,Gaining muscle,13,12,195,132,4300,66,90,88,3.8,No,1459
13,Male,56,Losing fat,19,20,114,132,2098,61,89,209,7.3,No,1044
18,Female,58,Gaining muscle,17,17,117,129,3923,73,71,153,11.0,No,1405
14,Male,55,Losing fat,44,21,142,90,2348,113,57,130,11.0,No,1276
13,Female,72,Gaining muscle,15,19,157,152,2914,82,30,75,6.6,No,2078
32,Male,55,Gaining muscle,17,14,187,125,2039,62,27,89,6.8,No,1356
38,Male,62,Gaining muscle,20,19,159,110,2742,225,42,22,6.1,No,1686
42,Male,69,Gaining muscle,19,16,115,176,2917,68,35,22,4.7,No,2139
46,Male,65,Gaining muscle,16,30,120,147,2567,93,171,80,5.7,No,1038
13,Female,59,Losing fat,38,18,110,121,2020,91,46,22,7.0,No,2872
13,Male,50,Gaining muscle,13,12,138,120,1924,59,25,138,9.6,No,1351
13,Male,56,Gaining muscle,16,20,143,194,2106,80,47,118,7.1,No,1592
20,Male,68,Losing fat,19,21,101,112,2769,187,59,22,7.7,No,1241
13,Female,50,Losing fat,21,30,100,121,1930,75,25,69,7.0,No,1334
13,Female,52,Losing fat,45,21,184,122,1213,51,25,82,6.8,No,1512
54,Female,64,Gaining muscle,23,20,117,113,1937,56,25,222,11.0,No,1788
41,Female,74,Gaining muscle,22,29,153,145,1716,76,25,85,11.0,No,1480
32,Male,65,Gaining muscle,32,19,171,139,2316,81,25,82,6.9,No,2394
52,Female,71,Losing fat,20,19,121,172,4300,72,25,141,11.0,No,3500
40,Female,60,Losing fat,21,30,144,95,1503,72,33,101,4.1,No,1184
21,Male,63,Losing fat,32,17,170,110,2305,184,59,107,11.0,No,1190
18,Male,61,Losing fat,32,16,164,90,2832,51,41,79,5.6,No,1378
14,Female,67,Losing fat,23,20,100,90,4300,72,25,37,5.8,No,1030
43,Female,65,Gaining muscle,25,15,111,99,1229,218,94,111,11.0,No,2214
36,Female,50,Gaining muscle,20,19,100,91,4300,85,25,89,7.6,No,2109
13,Female,50,Losing fat,23,20,112,90,1930,58,25,256,5.5,No,1545
46,Male,65,Gaining muscle,23,18,131,97,2286,108,25,50,7.6,No,1533
37,Male,68,Losing fat,18,27,166,121,1200,74,25,71,7.2,No,1341
13,Female,66,Gaining muscle,19,18,130,109,2157,185,98,80,5.2,No,1360
54,Female,61,Gaining muscle,20,20,139,204,2629,101,61,92,5.5,No,1317
66,Male,50,Gaining muscle,19,22,168,90,2232,224,46,45,11.0,No,1030
39,Female,51,Gaining muscle,21,21,127,91,1860,108,40,97,5.7,No,1030
42,Female,54,Losing fat,41,20,100,219,3559,86,25,57,7.5,No,1030
45,Female,50,Gaining muscle,19,14,135,116,2225,84,74,47,9.8,No,1327
48,Male,72,Gaining muscle,22,19,130,144,4267,107,313,106,9.1,No,1804
27,Male,71,Losing fat,16,21,148,117,1408,225,40,104,5.2,No,1207
25,Female,50,Gaining muscle,33,18,165,90,1257,62,25,92,5.6,No,1189
22,Male,59,Losing fat,17,16,115,96,2363,155,25,106,6.4,No,3500
68,Male,71,Losing fat,23,17,195,136,2878,225,93,63,6.9,No,1457
22,Male,58,Losing fat,24,21,107,135,2302,174,83,45,10.4,No,1030
13,Female,63,Gaining muscle,17,20,167,90,2242,225,28,168,11.0,No,2225
13,Female,62,Losing fat,21,19,102,90,1478,132,25,22,7.1,No,1583
13,Male,74,Gaining muscle,28,22,187,90,2508,142,88,47,4.7,No,1916
13,Female,61,Losing fat,21,14,149,157,2401,79,25,113,5.4,No,1623
49,Male,56,Losing fat,27,20,134,90,1430,70,71,56,7.2,No,1030
13,Female,50,Losing fat,21,16,117,90,1975,84,25,43,6.8,No,2255
45,Male,68,Gaining muscle,18,22,161,142,2544,76,48,164,8.9,No,2042
29,Female,58,Gaining muscle,19,20,194,111,4295,138,74,76,8.4,No,3098
57,Female,62,Gaining muscle,19,17,193,215,2426,61,25,89,9.7,No,1404
20,Male,56,Gaining muscle,14,14,127,140,4300,122,33,126,10.0,No,1686
15,Female,66,Losing fat,20,12,110,133,2116,54,25,91,5.9,No,1300
53,Female,62,Losing fat,34,20,132,129,2067,158,287,87,9.2,No,1030
13,Male,52,Gaining muscle,32,21,195,147,1973,51,25,213,7.9,No,1103
13,Female,52,Losing fat,31,19,184,125,1471,135,25,37,11.0,No,1030
41,Female,52,Losing fat,21,19,144,149,1200,67,25,64,11.0,No,1030
26,Female,57,Losing fat,24,24,105,90,2442,220,88,253,11.0,No,1051
21,Female,65,Losing fat,20,30,139,99,2378,83,80,92,5.2,No,1030
13,Female,64,Losing fat,34,29,100,130,3642,76,25,35,5.3,No,1267
13,Female,55,Losing fat,32,30,147,126,1200,84,25,30,11.0,No,1030
13,Female,57,Losing fat,19,18,103,90,1663,51,25,84,4.9,No,1490
13,Female,64,Losing fat,22,30,171,91,2459,65,67,22,6.5,No,1030
13,Male,61,Gaining muscle,17,12,124,203,3713,74,55,154,9.8,No,1496
45,Female,66,Losing fat,35,20,163,118,1338,74,25,22,5.9,No,1030
13,Female,61,Losing fat,22,30,100,120,1433,51,25,117,7.3,No,1213
13,Female,51,Losing fat,21,29,107,90,1650,103,32,133,6.2,No,2131
67,Male,70,Losing fat,17,18,184,183,2733,93,25,102,5.1,No,1147
18,Female,62,Gaining muscle,20,24,186,181,3717,225,77,116,6.1,No,1425
14,Female,50,Gaining muscle,45,25,105,125,1228,91,25,22,7.2,No,1191
50,Female,60,Gaining muscle,33,30,116,127,4300,111,107,27,7.0,No,1030
14,Female,54,Gaining muscle,22,29,177,101,2635,59,485,61,4.9,No,1176
23,Male,64,Gaining muscle,20,22,110,138,2442,120,41,61,11.0,No,1439
13,Female,50,Losing fat,45,12,166,90,1200,68,39,59,11.0,No,1030
24,Female,63,Gaining muscle,17,24,166,90,2810,80,89,59,5.6,No,1646
17,Female,53,Losing fat,35,30,100,90,1903,70,25,56,7.8,No,1597
13,Female,69,Losing fat,41,16,107,134,1200,122,25,108,5.3,No,1818
13,Female,71,Losing fat,22,21,116,132,1886,69,61,31,9.4,No,1444
13,Female,50,Losing fat,21,22,152,102,2174,51,25,28,10.9,No,1154
15,Female,50,Losing fat,20,17,193,90,1601,80,25,278,7.5,No,1404
23,Female,62,Gaining muscle,22,19,150,90,2564,78,46,82,6.7,No,2729
46,Female,62,Gaining muscle,17,16,120,192,3388,225,39,155,5.6,No,1641
20,Male,57,Gaining muscle,19,19,195,107,2471,79,425,475,7.3,No,1786
13,Male,53,Gaining muscle,31,12,195,100,1795,57,75,133,7.3,No,1045
14,Female,65,Losing fat,20,30,112,107,1465,54,25,122,11.0,No,1030
73,Male,56,Losing fat,23,24,121,103,4300,116,61,36,6.2,No,1537
56,Female,61,Gaining muscle,21,30,118,90,2483,140,27,58,6.5,No,1214
27,Female,69,Gaining muscle,20,19,126,99,3822,74,36,107,2.2,No,1030
64,Female,58,Gaining muscle,15,24,122,129,2097,91,25,73,9.9,No,1249
55,Male,71,Gaining muscle,16,14,131,113,2322,132,76,91,4.9,No,1155
31,Female,56,Losing fat,33,20,187,174,2755,63,46,383,6.0,No,1030
13,Male,68,Gaining muscle,35,20,189,129,2524,91,29,123,11.0,No,1241
13,Male,68,Losing fat,23,17,172,129,1335,51,48,76,7.9,No,1475
24,Male,71,Gaining muscle,17,17,176,140,4300,225,62,58,5.0,No,1152
45,Female,60,Losing fat,20,12,195,135,3285,223,85,52,7.9,No,1034
43,Female,51,Losing fat,22,15,100,90,3151,137,65,80,5.8,No,2801
52,Male,71,Gaining muscle,27,23,180,213,3423,225,73,139,11.0,No,2504
13,Female,50,Losing fat,19,21,105,90,1952,51,75,22,11.0,No,1066
73,Female,50,Losing fat,33,30,119,126,2280,225,40,22,11.0,No,1030
13,Female,55,Gaining muscle,28,21,115,171,2378,97,25,100,4.2,No,1162
38,Female,67,Gaining muscle,22,19,136,90,1332,104,160,50,7.3,No,1560
49,Female,59,Gaining muscle,36,17,185,107,2561,138,25,64,6.0,No,1618
18,Female,64,Gaining muscle,22,19,195,133,2003,65,25,28,5.2,No,1558
13,Male,70,Losing fat,23,14,127,138,4165,94,112,96,6.5,No,3079
61,Male,70,Gaining muscle,15,19,119,198,2429,136,25,79,6.9,No,1726
32,Male,63,Gaining muscle,45,12,161,208,2963,137,52,169,5.6,No,1030
13,Male,71,Gaining muscle,24,13,195,148,2068,83,78,147,9.7,No,1925
15,Female,67,Losing fat,32,26,164,99,1742,72,25,62,6.8,No,1107
19,Female,66,Gaining muscle,20,18,162,203,1733,130,77,56,7.0,No,1599
13,Female,71,Gaining muscle,22,25,176,136,2541,60,75,41,7.6,No,1387
69,Female,61,Gaining muscle,14,22,171,105,3226,60,40,51,5.1,No,1716
46,Female,59,Losing fat,45,23,181,99,3633,75,25,60,6.0,No,1300
13,Female,62,Gaining muscle,18,20,112,177,2813,70,28,63,6.9,No,1030
71,Female,62,Gaining muscle,32,22,167,104,1664,79,30,121,7.0,No,1371
67,Male,62,Losing fat,19,20,195,136,3077,153,33,288,7.2,No,1441
21,Male,60,Gaining muscle,17,14,195,224,2247,225,69,447,3.7,No,1815
40,Female,70,Losing fat,22,26,195,92,4300,141,215,78,9.4,No,1238
27,Female,55,Losing fat,22,23,106,90,2716,87,51,45,7.6,No,1473
32,Male,50,Gaining muscle,20,19,173,101,3266,212,139,85,7.4,No,1689
30,Male,65,Gaining muscle,13,14,144,220,2274,206,106,475,7.2,No,3111
13,Male,59,Gaining muscle,13,25,155,129,2272,95,37,32,5.4,No,1320
46,Male,60,Gaining muscle,19,19,100,90,2378,81,25,72,5.0,No,1392
13,Female,50,Gaining muscle,16,23,100,90,1990,55,25,48,9.6,No,1077
38,Male,68,Gaining muscle,17,15,105,92,1364,62,67,83,7.6,No,1770
18,Male,50,Gaining muscle,19,22,165,183,2156,128,120,70,6.8,No,1747
41,Male,51,Gaining muscle,24,15,154,127,3086,83,70,133,5.6,No,1530
26,Female,56,Losing fat,15,21,146,90,1556,90,25,48,6.6,No,1429
13,Female,67,Losing fat,19,30,100,122,1686,55,89,40,5.9,No,1226
34,Male,63,Losing fat,19,21,111,126,1860,88,25,82,11.0,No,1577
13,Female,54,Losing fat,31,20,175,95,1264,69,110,22,11.0,No,1030
13,Female,66,Losing fat,24,23,120,133,2779,80,31,127,5.0,No,1173
13,Female,63,Losing fat,19,24,136,90,1200,54,25,342,6.7,No,1475
13,Female,59,Losing fat,21,18,119,90,2582,55,35,103,7.2,No,1240
44,Male,63,Gaining muscle,13,15,195,136,2350,62,88,55,5.1,No,1447
13,Female,51,Losing fat,29,24,127,118,2584,51,25,113,5.7,No,1125
24,Male,64,Losing fat,16,12,174,90,2792,182,25,86,5.6,No,2112
51,Male,63,Losing fat,36,19,150,90,2818,90,25,22,7.6,No,2015
29,Male,51,Losing fat,30,17,155,183,2338,127,25,37,5.5,No,1030
54,Male,59,Gaining muscle,17,12,175,129,3930,98,43,99,11.0,No,1925
15,Female,50,Losing fat,35,23,125,90,1819,85,25,79,7.9,No,1030
40,Male,67,Gaining muscle,45,13,195,150,2882,225,230,98,5.0,No,1030
31,Male,64,Losing fat,18,21,151,90,4300,90,49,82,11.0,No,1744
17,Male,65,Losing fat,30,23,117,148,2009,127,25,43,11.0,No,1453
22,Female,64,Losing fat,20,30,111,132,1939,84,49,22,5.8,No,1030
59,Female,50,Losing fat,18,18,174,121,2352,57,66,48,5.8,No,1030
37,Female,67,Losing fat,38,16,195,92,2047,87,25,392,7.5,No,1287
22,Female,64,Gaining muscle,35,24,176,125,2328,116,48,375,11.0,No,1030
13,Female,60,Losing fat,20,23,161,124,1467,76,38,263,5.5,No,1030
20,Male,65,Gaining muscle,19,17,115,134,2727,225,52,52,5.6,No,1689
54,Female,67,Losing fat,23,29,141,161,3331,198,25,37,11.0,No,1182
55,Female,57,Gaining muscle,27,20,192,181,4113,147,131,137,11.0,No,1976
52,Female,71,Gaining muscle,22,30,180,90,2974,75,39,22,11.0,No,1030
13,Male,57,Gaining muscle,21,18,192,120,3333,206,102,44,7.3,No,2021
42,Female,56,Gaining muscle,21,16,115,90,2802,84,47,22,4.2,No,1386
73,Female,74,Losing fat,19,20,193,91,3696,84,66,126,9.2,No,1483
18,Female,65,Losing fat,21,14,123,180,2020,90,64,103,5.7,No,1235
18,Male,66,Gaining muscle,19,14,112,90,2364,153,93,134,6.9,No,1173
13,Female,61,Gaining muscle,19,16,158,184,1826,72,71,157,6.9,No,3202
13,Male,64,Gaining muscle,19,13,128,100,1845,190,104,126,7.5,No,2437
13,Female,64,Losing fat,13,19,115,120,1616,138,25,36,7.3,No,1813
46,Male,50,Gaining muscle,20,23,191,109,2566,70,25,107,9.4,No,3500
61,Female,54,Gaining muscle,13,13,147,197,3302,57,115,475,4.7,No,1494
13,Female,50,Losing fat,45,16,152,122,1656,114,25,22,7.4,No,1030
56,Male,64,Gaining muscle,14,13,195,145,3439,99,123,411,10.6,No,1861
13,Female,53,Losing fat,32,25,142,169,2052,121,50,115,7.3,No,1250
19,Female,55,Losing fat,28,30,105,105,1443,76,25,95,7.8,No,1030
13,Female,63,Losing fat,21,14,109,90,2604,60,30,29,6.2,No,1613
52,Female,55,Gaining muscle,19,21,107,90,2356,77,38,42,9.4,No,1812
26,Female,57,Gaining muscle,21,17,167,149,4300,109,68,475,5.8,No,3263
13,Male,58,Gaining muscle,34,19,193,100,1515,122,66,62,10.6,No,1030
33,Female,50,Losing fat,18,26,131,90,1250,112,31,328,5.9,No,1030
62,Female,63,Gaining muscle,34,15,195,93,4300,225,60,147,4.9,No,1966
13,Male,64,Losing fat,21,21,161,133,1461,85,66,22,11.0,No,1030
13,Female,71,Losing fat,45,22,106,134,1766,56,25,55,6.8,No,1578
45,Male,76,Gaining muscle,19,16,158,124,1581,151,25,299,11.0,No,2203
16,Male,66,Losing fat,23,19,132,189,3285,60,87,306,6.5,No,3500
22,Male,66,Gaining muscle,16,13,146,91,3203,80,45,116,6.5,No,1464
13,Female,54,Gaining muscle,45,15,189,99,1200,69,78,36,7.5,No,1321
42,Male,68,Gaining muscle,18,19,156,139,4300,86,80,271,7.4,No,1533
47,Female,64,Losing fat,45,12,195,111,1633,96,65,117,7.4,No,1503
41,Female,50,Losing fat,36,29,100,90,1760,84,25,355,6.1,No,1099
43,Female,56,Gaining muscle,32,30,105,131,2075,79,47,22,11.0,No,1030
13,Male,65,Gaining muscle,21,12,125,215,2621,119,77,85,7.3,No,1061
22,Female,58,Gaining muscle,35,12,183,199,1965,72,91,74,5.7,No,1760
44,Male,68,Gaining muscle,18,24,191,113,4300,222,89,103,11.0,No,1263
14,Male,63,Gaining muscle,20,14,136,183,2660,132,25,108,10.7,No,2093
26,Female,51,Losing fat,20,19,145,134,1407,69,25,60,7.7,No,1163
13,Female,50,Losing fat,24,24,107,90,3049,61,73,60,10.0,No,1213
13,Female,63,Gaining muscle,18,27,100,94,1221,51,64,22,7.3,No,1030
14,Female,56,Losing fat,33,22,173,213,1644,114,25,22,5.5,No,1469
29,Male,65,Losing fat,21,15,113,109,3924,135,33,37,11.0,No,1287
42,Female,51,Gaining muscle,18,17,152,168,1857,139,25,236,11.0,No,1161
16,Male,73,Gaining muscle,17,12,195,143,3168,76,111,74,7.1,No,1703
13,Female,67,Losing fat,21,15,124,129,1545,68,25,45,11.0,No,1030
23,Female,62,Gaining muscle,23,14,104,90,1744,75,25,22,9.6,No,1204
13,Female,56,Losing fat,17,17,148,121,1950,63,31,88,11.0,No,1310
13,Female,66,Losing fat,18,19,100,123,1362,51,25,135,3.6,No,1121
17,Male,69,Gaining muscle,20,19,151,191,4283,201,194,103,7.6,No,1863
69,Male,59,Losing fat,21,22,125,94,2105,95,63,128,9.7,No,1401
26,Female,58,Losing fat,18,12,195,102,3982,51,97,93,11.0,No,1688
